"VoteNumber","SenNumber","SenatorUpper","Vote","Party","GovCoalition","State","FP","Origin","Contentious","PercentYes","IndGov","VoteType","Content","Round"
2007027,"PLV0037/07","WELLINGTON SALGADO","S","PMDB",TRUE,"MG",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","PAULO DUQUE","S","PMDB",TRUE,"RJ",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","GERALDO MESQUITA JUNIOR","A","PMDB",TRUE,"AC",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","NEUTO DE CONTO","S","PMDB",TRUE,"SC",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JOSE NERY","S","PSOL",FALSE,"PA",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JOAO PEDRO GONCALVES","S","PT",TRUE,"AM",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","GIM ARGELLO","S","PTB",TRUE,"DF",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","EUCLYDES MELLO","S","PRB",TRUE,"AL",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ALOIZIO MERCADANTE","S","PT",TRUE,"SP",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","PAPALEO PAES","N","PSDB",FALSE,"AP",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","MAO SANTA","N","PMDB",TRUE,"PI",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","IDELI SALVATTI","S","PT",TRUE,"SC",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","MARISA SERRANO","N","PSDB",FALSE,"MS",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","FRANCISCO DORNELLES","S","PP",TRUE,"RJ",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","RAIMUNDO COLOMBO","N","PFL/DEM",FALSE,"SC",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","GERSON CAMATA","S","PMDB",TRUE,"ES",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","INACIO ARRUDA","S","PCdoB",TRUE,"CE",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JAYME CAMPOS","N","PFL/DEM",FALSE,"MT",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","PRESIDENT LULA","S","PT",TRUE,NA,1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","EFRAIM MORAIS","N","PFL/DEM",FALSE,"PB",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JOSE AGRIPINO","N","PFL/DEM",FALSE,"RN",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","FATIMA CLEIDE","S","PT",TRUE,"RO",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ALMEIDA LIMA","S","PMDB",TRUE,"SE",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","RENATO CASAGRANDE","S","PSB",TRUE,"ES",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","MARCONI PERILLO","N","PSDB",FALSE,"GO",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","VALDIR RAUPP","S","PMDB",TRUE,"RO",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ALVARO DIAS","N","PSDB",FALSE,"PR",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","EDUARDO AZEREDO","N","PSDB",FALSE,"MG",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","GARIBALDI ALVES FILHO","S","PMDB",TRUE,"RN",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","MARCO MACIEL","N","PFL/DEM",FALSE,"PE",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","SERYS SLHESSARENKO","S","PT",TRUE,"MT",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","EDUARDO SUPLICY","S","PT",TRUE,"SP",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","LEOMAR DE MELO QUINTANILHA","S","PMDB",TRUE,"TO",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","AUGUSTO BOTELHO","S","PT",TRUE,"RR",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","CRISTOVAM BUARQUE","S","PDT",TRUE,"DF",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ANTONIO CARLOS VALADARES","S","PSB",TRUE,"SE",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","OSMAR DIAS","S","PDT",TRUE,"PR",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ROMEU TUMA","S","PTB",TRUE,"SP",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","DEMOSTENES TORRES","N","PFL/DEM",FALSE,"GO",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","CESAR BORGES","S","PR",TRUE,"BA",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","MARIO COUTO","N","PSDB",FALSE,"PA",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","FLAVIO ARNS","S","PT",TRUE,"PR",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JOAO DURVAL","S","PDT",TRUE,"BA",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ROMERO JUCA","S","PMDB",TRUE,"RR",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JOAO RIBEIRO","S","PR",TRUE,"TO",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","MAGNO MALTA","N","PR",TRUE,"ES",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","CICERO LUCENA","N","PSDB",FALSE,"PB",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","ROSEANA SARNEY","S","PMDB",TRUE,"MA",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","RENAN CALHEIROS","S","PMDB",TRUE,"AL",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
2007027,"PLV0037/07","JOSE MARANHAO","S","PMDB",TRUE,"PB",1,1,0,66.10169492,"S",1,"Establishes the National Program of Drainage for Ports and Waterways. In part, the objective is to improve foreign trade by improving the efficiency of the ports. An amendment proposed by Dep Fernando de Fabinho (DEM/PFL: BAHIA) sought to exclude foreign firms from undertaking the works. Another proposal, by Dep Joao Almeida (PSDB:BAHIA) sought to limit the participation of foreign firms to those who have operational bases in Brazil. A similar amendment was made by Sen Sergio Guerra (PSDB:PERNAMBUCO). These protectionist proposals were rejected.",1
